Antibiotic,Class,ATC code,Category,Explanation,First choice,Second Choice
Gatifloxacin,Fluoroquinolones,J01MA16,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Gemifloxacin,Fluoroquinolones,J01MA15,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Grepafloxacin,Fluoroquinolones,J01MA11,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Imipenem/cilastatin,Carbapenems,J01DH51,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,"Pseudomonas aeruginosa resistant to other antibiotic, Antibiotic resistant Acinetobacter baumannii",
Isepamicin,Aminoglycosides,J01GB11,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Josamycin,Macrolides,J01FA07,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Kanamycin_IV,Aminoglycosides,J01GB04,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Kanamycin_oral,Aminoglycosides,A07AA08,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Lascufloxacin,Fluoroquinolones,J01MA25,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Latamoxef,Third-generation-cephalosporins,J01DD06,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Levofloxacin,Fluoroquinolones,J01MA12,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Levonadifloxacin,Fluoroquinolones,J01MA24,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Lincomycin,Lincosamides,J01FF02,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Lomefloxacin,Fluoroquinolones,J01MA07,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Loracarbef,Second-generation-cephalosporins,J01DC08,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Lymecycline,Tetracyclines,J01AA04,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Meropenem,Carbapenems,J01DH02,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,"Neutropenia (high-risk), Peritoneal abscess (severe), Peritonitis (severe), Neonatal meningitis"
Metacycline,Tetracyclines,J01AA05,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Mezlocillin,Penicillins ,J01CA10,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Micronomicin,Aminoglycosides,to be assigned,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Midecamycin,Macrolides,J01FA03,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Miocamycin,Macrolides,J01FA11,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Moxifloxacin,Fluoroquinolones,J01MA14,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Nemonoxacin,Quinolones,J01MB08,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Neomycin,Aminoglycosides,J01GB05,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Netilmicin,Aminoglycosides,J01GB07,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Norfloxacin,Fluoroquinolones,J01MA06,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Ofloxacin,Fluoroquinolones,J01MA01,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,"Other specified conjunctivitis, Infectious keratitis",
Oleandomycin,Macrolides,J01FA05,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Oxolinic-acid,Quinolones,J01MB05,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Oxytetracycline,Tetracyclines,J01AA06,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Panipenem,Carbapenems,J01DH55,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Pazufloxacin,Fluoroquinolones,J01MA18,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Pefloxacin,Fluoroquinolones,J01MA03,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Penimepicycline,Tetracyclines,J01AA10,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Pheneticillin,Penicillins ,J01CE05,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Pipemidic-acid,Quinolones,J01MB04,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Piperacillin,Penicillins ,J01CA12,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Piperacillin.tazobactam,Beta-lactam/beta-lactamase-inhibitor_anti-pseudomonal,J01CR05,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,"Peritoneal abscess (severe), Peritonitis (severe), Other specified pneumonia (Hospital-acquired pneumonia), Neutropenia (high-risk), plus clindamycin for Necrotising fasciitis",
Piromidic-acid,Quinolones,J01MB03,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Pristinamycin,Streptogramins,J01FG01,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Prulifloxacin,Fluoroquinolones,J01MA17,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Ribostamycin,Aminoglycosides,J01GB10,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Rifabutin,Rifamycins,J04AB04,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Rifampicin,Rifamycins,J04AB02,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Rifamycin,Rifamycins,A07AA13,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Rifaximin,Rifamycins,A07AA11,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Rokitamycin,Macrolides,J01FA12,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Rolitetracycline,Tetracyclines,J01AA09,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Rosoxacin,Quinolones,J01MB01,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Roxithromycin,Macrolides,J01FA06,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Rufloxacin,Fluoroquinolones,J01MA10,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Sarecycline,Tetracyclines,J01AA14,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Sisomicin,Aminoglycosides,J01GB08,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Sitafloxacin,Fluoroquinolones,J01MA21,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Solithromycin,Macrolides,J01FA16,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Sparfloxacin,Fluoroquinolones,J01MA09,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Spiramycin,Macrolides,J01FA02,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Streptoduocin,Aminoglycosides,J01GA02,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Streptomycin,Aminoglycosides,J01GA01,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Sulbenicillin,Penicillins ,J01CA16,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Tazobactam,Beta-lactamase-inhibitors,J01CG02,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
Tebipenem,Carbapenems,J01DH06,Watch,This group includes antibiotic classes that have higher resistance potential and includes most of the highest priority agents among the Critically Important Antimicrobials for Human Medicine1 and/or antibiotics that are at relatively high risk of selection of bacterial resistance. These medicines should be prioritized as key targets of stewardship programs and monitoring. Selected Watch group antibiotics are recommended as essential first or second choice empiric treatment options for a limited number of specific infectious syndromes and are listed as individual medicines on the WHO Model Lists of Essential Medicines.,,
